"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test Combination sum 03","suite Python","Sun Aug 03 16:46:12 GMT 2025","broken","Sun Aug 03 16:46:12 GMT 2025","SolutionTest","test_combination_sum","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_contains_duplicate","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_climbing_stairs","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_gas_station","",""
"","1","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","failed","Sun Aug 03 16:46:12 GMT 2025","","test_degree_of_an_array","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_majority_element","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","failed","Sun Aug 03 16:46:12 GMT 2025","","test_degree_of_an_array","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_is_subsequence","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_is_subsequence","",""
"","0","test Combination sum 02","suite Python","Sun Aug 03 16:46:12 GMT 2025","broken","Sun Aug 03 16:46:12 GMT 2025","SolutionTest","test_combination_sum","",""
"","1","test Combination sum 04","suite Python","Sun Aug 03 16:46:12 GMT 2025","broken","Sun Aug 03 16:46:12 GMT 2025","SolutionTest","test_combination_sum","",""
"","1","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_climbing_stairs","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_check_array_formation_through_concatenation","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_find_the_most_competitive_subsequence","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","1","test Combination sum 01","suite Python","Sun Aug 03 16:46:12 GMT 2025","broken","Sun Aug 03 16:46:12 GMT 2025","SolutionTest","test_combination_sum","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_climbing_stairs","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_check_array_formation_through_concatenation","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_find_a_corresponding_node_of_a_Binary_tree_in_a_clone_of_that_tree","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_check_array_formation_through_concatenation","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_two_sum","",""
"","1","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_english_words","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_gas_station","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_climbing_stairs","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_contains_duplicate","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","1","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_check_array_formation_through_concatenation","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","failed","Sun Aug 03 16:46:12 GMT 2025","","test_integer_to_english_words","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_find_the_most_competitive_subsequence","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_gas_station","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_check_array_formation_through_concatenation","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_two_sum","",""
"","1","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_climbing_stairs","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
"","0","test Combination sum 05","suite Python","Sun Aug 03 16:46:12 GMT 2025","broken","Sun Aug 03 16:46:12 GMT 2025","SolutionTest","test_combination_sum","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_roman_to_integer","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","skipped","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_performance_of_a_team","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_contains_duplicate","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_two_sum","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_majority_element","",""
"","0","test Python","suite Python","Sun Aug 03 16:46:12 GMT 2025","passed","Sun Aug 03 16:46:12 GMT 2025","","test_maximum_subarray","",""
